"importId";"partnerSeq";"partnerTypeSelect";"isContact";"name";"firstName";"titleSelect";"language.code";"mainInvoicingAddress.importId";"deliveryAddress.importId";"email";"fixedPhone";"mobilePhone";"bankDetails.importId";"invoiceSendingFormatSelect";"paymentMode.code";"paymentCondition.code";"partnerCategory.code";"currency.code";"blocking.importId";"rejectCounter";"companySet_importId";"customerAccount_code";"supplierAccount_code";"mainPartner_importId";"isCustomer";"customerTypeSelect";"isSupplier";"supplierTypeSelect";"industrySectorSelect";"userInfo.importId";"team.importId";"source.id"
128;"T00128";2;"true";"MOULIN";"Robert";1;"fr";920;920;"r.moulin@europe-geoloc.fr";"01.96.21.43.99";"07.33.86.59.99";;;;;;;;;1;;;125;"false";;"false";;;;;
129;"T00129";1;"false";"FLEURY Voyages";;;"fr";930;930;"info@fleurvoyages.fr";"01.16.51.93.99";;;"emailpaper";"IN_CB";"15JRNET";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;24;17;3;4
130;"T00130";2;"true";"FLEURY";"Jean-Louis";1;"fr";930;930;"j.fleury@fleurvoyages.fr";"01.71.46.18.99";"06.15.83.72.99";;;;;;;;;1;;;129;"false";;"false";;;;;
131;"T00131";2;"true";"DESCHAMPS";"Alexandre";1;"fr";930;930;"a.deschamps@fleurvoyages.fr";"01.52.62.73.99";"07.76.89.71.99";;;;;;;;;1;;;129;"false";;"false";;;;;
132;"T00132";1;"false";"BOURGEOIS INDUSTRIE";;;"fr";940;940;"info@bourgeois-industries.fr";"01.80.92.37.99";;;"emailpaper";"IN_CB";"15JRNET";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;17;17;3;2
133;"T00133";2;"true";"BOURGEOIS";"Luc";1;"fr";940;940;"l.bourgeois@bourgeois-industries.fr";"01.32.74.19.99";"06.86.42.41.99";;;;;;;;;1;;;132;"false";;"false";;;;;
134;"T00134";2;"true";"ARAFI";"Zohra";2;"fr";940;940;"z.arafi@bourgeois-industries.fr";"01.19.23.75.99";"06.43.52.92.99";;;;;;;;;1;;;132;"false";;"false";;;;;
135;"T00135";2;"true";"CHARLES";"Jeannot";1;"fr";940;940;"j.charles@bourgeois-industries.fr";"01.11.72.81.99";"07.72.53.10.99";;;;;;;;;1;;;132;"false";;"false";;;;;
136;"T00136";1;"false";"Banque GUILLOT";;;"fr";950;950;"info@banqueguillot.fr";"01.75.44.87.99";;;"emailpaper";"IN_CB";"15JRNET";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;2;17;3;5
137;"T00137";2;"true";"GUILLOT";"Kévin";1;"fr";950;950;"k.guillot@banqueguillot.fr";"01.10.41.38.99";"06.63.55.39.99";;;;;;;;;1;;;136;"false";;"false";;;;;
138;"T00138";2;"true";"NOEL";"Jean Nicolas";1;"fr";950;950;"j.noel@banqueguillot.fr";"01.82.10.32.99";"07.44.77.73.99";;;;;;;;;1;;;136;"false";;"false";;;;;
139;"T00139";2;"true";"MEUNIER";"Paul";1;"fr";950;950;"p.meunier@banqueguillot.fr";"01.76.34.48.99";"07.67.21.50.99";;;;;;;;;1;;;136;"false";;"false";;;;;
140;"T00140";1;"false";"WANG Mechanical Components";;;"en";2000;2000;"contact@wangmechco.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;18;17;"3";14
141;"T00141";2;"true";"WANG";"Charles";1;"en";2000;2000;"c.wang@wangmechco.com";;;;;;;;;;;1;;;140;"false";;"false";;;;;
142;"T00142";1;"false";"Li Bearings";;;"en";2001;2001;"contact@li-bearings.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;18;17;"3";1
143;"T00143";2;"true";"LI";"Guo Jie";1;"en";2001;2001;"g.li@li-bearings.com";;;;;;;;;;;1;;;142;"false";;"false";;;;;
144;"T00144";1;"false";"LUO Auto Parts";;;"en";2002;2002;"info@luo-autoparts.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;18;17;"3";4
145;"T00145";2;"true";"LUO";"Han";1;"en";2002;2002;"h.luo@luo-autoparts.com";;;;;;;;;;;1;;;144;"false";;"false";;;;;
146;"T00146";1;"false";"LIU Welding";;;"en";2003;2003;"contact@liu-weldings.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;18;17;"3";8
147;"T00147";2;"true";"LIU";"Chao";1;"en";2003;2003;"c.liu@liu-weldings.com";;;;;;;;;;;1;;;146;"false";;"false";;;;;
148;"T00148";1;"false";"TOP Components";;;"en";2004;2004;"contact@top-components.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;9;17;"3";5
149;"T00149";2;"true";"ZHANG";"Annie";2;"en";2004;2004;"a.zhang@top-components.com";;;;;;;;;;;1;;;148;"false";;"false";;;;;
150;"T00150";1;"false";"GOLD Suppliers";;;"en";2005;2005;"info@goldsuppliers.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;4;17;"3";4
151;"T00151";2;"true";"GUO";"Yang";1;"en";2005;2005;"y.guo@goldsuppliers.com.com";;;;;;;;;;;1;;;150;"false";;"false";;;;;
152;"T00152";1;"false";"SILVER Electronics";;;"en";2006;2006;"contact@silverelec.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;9;17;"3";2
153;"T00153";2;"true";"LI";"Yang";1;"en";2006;2006;"y.li@silverelec.com";;;;;;;;;;;1;;;152;"false";;"false";;;;;
154;"T00154";1;"false";"J&J Painting and Coatings";;;"en";2007;2007;"info@jjpandc.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;4;17;"3";2
155;"T00155";2;"true";"LIU";"Jing Jing";2;"en";2007;2007;"j.liu@jjpandc.com";;;;;;;;;;;1;;;154;"false";;"false";;;;;
156;"T00156";2;"true";"FENG";"Dan";2;"en";2007;2007;"d.feng@jjpandc.com";;;;;;;;;;;1;;;154;"false";;"false";;;;;
157;"T00157";1;"false";"CHINA Parts";;;"en";2008;2008;"contact@chinaparts.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;18;17;"3";9
158;"T00158";2;"true";"DONG";"Jie";1;"en";2008;2008;"j.dong@chinaparts.com";;;;;;;;;;;1;;;157;"false";;"false";;;;;
159;"T00159";2;"true";"HU";"Dong Mei";2;"en";2008;2008;"d.hu@chinaparts.com";;;;;;;;;;;1;;;157;"false";;"false";;;;;
160;"T00160";1;"false";"ROYAL Services";;;"en";2009;2009;"info@royalservices.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;7;17;"3";8
161;"T00161";2;"true";"MA";"Jin Tao";1;"en";2009;2009;"j.ma@royalservices.com";;;;;;;;;;;1;;;160;"false";;"false";;;;;
162;"T00162";2;"true";"HUO";"Xue";2;"en";2009;2009;"x.huo@royalservices.com";;;;;;;;;;;1;;;160;"false";;"false";;;;;
163;"T00163";1;"false";"WU Bearings";;;"en";2010;2010;"contact@wubearings.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;18;17;"3";9
164;"T00164";2;"true";"WU";"Tian";1;"en";2010;2010;"t.wu@wubearings.com";;;;;;;;;;;1;;;163;"false";;"false";;;;;
165;"T00165";2;"true";"WANG";"Jing";2;"en";2010;2010;"j.wang@wubearings.com";;;;;;;;;;;1;;;163;"false";;"false";;;;;
166;"T00166";1;"false";"AN Import Export";;;"en";2011;2011;"contact@an-ie.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;14;17;"3";5
167;"T00167";2;"true";"AN";"Da";1;"en";2011;2011;"d.an@an-ie.com";;;;;;;;;;;1;;;166;"false";;"false";;;;;
168;"T00168";1;"false";"YOSHIDA Electronics";;;"en";6000;6000;"contact@yoshida-electronics.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;9;17;"3";7
169;"T00169";2;"true";"YOSHIDA";"Miyuki";2;"en";6000;6000;"m.yoshida@yoshida-electronics.com";;;;;;;;;;;1;;;168;"false";;"false";;;;;
170;"T00170";1;"false";"SASAKI Components";;;"en";6001;6001;"info@sasaki-components.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;16;17;"3";12
171;"T00171";2;"true";"SASAKI";"Amaya";1;"en";6001;6001;"a.sasaki@sasaki-components.com";;;;;;;;;;;1;;;170;"false";;"false";;;;;
172;"T00172";1;"false";"MATSU Parts";;;"en";6002;6002;"info@matsuparts.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;18;17;"3";7
173;"T00173";2;"true";"MATSUMOTO";"Chisa";1;"en";6002;6002;"c.matsumoto@matsuparts.com";;;;;;;;;;;1;;;172;"false";;"false";;;;;
174;"T00174";2;"true";"SHIMIZU";"Daigo";1;"en";6002;6002;"d.shimizu@matsuparts.com";;;;;;;;;;;1;;;172;"false";;"false";;;;;
175;"T00175";1;"false";"MORI MORI Services";;;"en";6003;6003;"contact@mori-mori.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;11;17;"3";5
176;"T00176";2;"true";"MORI";"Fuku";1;"en";6003;6003;"f.mori@mori-mori.com";;;;;;;;;;;1;;;175;"false";;"false";;;;;
177;"T00177";2;"true";"ABE";"Kanori";1;"en";6003;6003;"k.abe@mori-mori.com";;;;;;;;;;;1;;;175;"false";;"false";;;;;
178;"T00178";1;"false";"HASHIMOTO Exports";;;"en";6004;6004;"info@hashimoto.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;1;17;"3";3
179;"T00179";2;"true";"HASHIMOTO";"Kae";1;"en";6004;6004;"k.hashimoto@hashimoto.com";;;;;;;;;;;1;;;178;"false";;"false";;;;;
180;"T00180";2;"true";"AOKI";"Misao";2;"en";6004;6004;"m.aoki@hashimoto.com";;;;;;;;;;;1;;;178;"false";;"false";;;;;
181;"T00181";1;"false";"AELTERS Logistics";;;"en";1000;1000;"contact@aelters-logistics.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;;;;"false";;"false";;21;17;"3";1
182;"T00182";2;"true";"AELTERS";"Christian";1;"en";1000;1000;"c.aelters@aelters-logistics.com";;;;;;;;;;;1;;;181;"false";;"false";;;;;
183;"T00183";1;"false";"CUYPERS Materials";;;"en";1001;1001;"info@cuypers-materials.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;;;;"false";;"false";;4;17;"3";10
184;"T00184";2;"true";"CUYPERS";"Cornelia";2;"en";1001;1001;"c.cuypers@cuypers-materials.com";;;;;;;;;;;1;;;183;"false";;"false";;;;;
185;"T00185";1;"false";"DE KIMPE Engineering";;;"en";1002;1002;"info@dekimpe-eng.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;3;17;"3";8
186;"T00186";2;"true";"DE KIMPE";"Joos";1;"en";1002;1002;"j.de kimpe@dekimpe-eng.com";;;;;;;;;;;1;;;185;"false";;"false";;;;;
187;"T00187";1;"false";"KIEFFER Import Export";;;"en";7000;7000;"contact@kieffer-ie.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;1;17;"3";4
188;"T00188";2;"true";"KIEFFER";"Claude";1;"en";7000;7000;"c.kieffer@dekimpe-eng.com";;;;;;;;;;;1;;;187;"false";;"false";;;;;
189;"T00189";1;"false";"HUBERT Biotechnologies";;;"en";7001;7001;"info@hubert-biotech.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;3;17;"3";12
190;"T00190";2;"true";"HUBERT";"Marie";2;"en";7001;7001;"m.hubert@hubert-biotech.com";;;;;;;;;;;1;;;189;"false";;"false";;;;;
191;"T00191";1;"false";"SCHOTT Multiservices";;;"en";7002;7002;"contact@schott-multiservices.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;10;17;"3";13
192;"T00192";2;"true";"SCHOTT";"Edouard";1;"en";7002;7002;"e.schott@schott-multiservices.com";;;;;;;;;;;1;;;191;"false";;"false";;;;;
193;"T00193";1;"false";"VDB Mechanics";;;"en";8000;8000;"info@vdb-consulting.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;18;17;"3";10
194;"T00194";2;"true";"VAN DER BURG";"Axel";1;"en";8000;8000;"a.van der burg@vdb-consulting.com";;;;;;;;;;;1;;;193;"false";;"false";;;;;
195;"T00195";1;"false";"KING Electronics";;;"en";8001;8001;"info@kingelec.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;9;17;"3";12
196;"T00196";2;"true";"MARTENS";"Annette";2;"en";8001;8001;"a.martens@kingelec.com";;;;;;;;;;;1;;;195;"false";;"false";;;;;
197;"T00197";1;"false";"DG Technologies";;;"en";8002;8002;"contact@dg-technologies.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;16;17;"3";10
198;"T00198";2;"true";"DE GROOT";"Matthijs";1;"en";8002;8002;"m.de groot@dg-technologies.com";;;;;;;;;;;1;;;197;"false";;"false";;;;;
199;"T00199";1;"false";"VAN Consulting";;;"en";8003;8003;"contact@van-consulting.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;12;17;"3";10
200;"T00200";2;"true";"VAN INGEN";"Marie";2;"en";8003;8003;"m.van ingen@van-consulting.com";;;;;;;;;;;1;;;199;"false";;"false";;;;;
201;"T00201";1;"false";"SCHWRTZ Material Processing";;;"en";3000;3000;"contact@schwartz-mp.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;4;17;"3";12
202;"T00202";2;"true";"SCHWARTZ";"Matthias";1;"en";3000;3000;"m.schwartz@schwartz-mp.com";;;;;;;;;;;1;;;201;"false";;"false";;;;;
203;"T00203";1;"false";"MECAPARTS";;;"en";3001;3001;"info@mecaparts.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;18;17;"3";9
204;"T00204";2;"true";"SCHUMACHER";"Jurgen";1;"en";3001;3001;"j.schumacher@mecaparts.com";;;;;;;;;;;1;;;203;"false";;"false";;;;;
205;"T00205";1;"false";"AZ Inno";;;"en";3002;3002;"contact@azinno.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;7;17;"3";1
206;"T00206";2;"true";"MULLER";"Jan";1;"en";3002;3002;"j.muller@azinno.com";;;;;;;;;;;1;;;205;"false";;"false";;;;;
207;"T00207";1;"false";"PI Communicazione";;;"en";5000;5000;"contact@pi-com.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;5;17;"3";6
208;"T00208";2;"true";"PIRLO";"Roberto";1;"en";5000;5000;"r.pirlo@pi-com.com";;;;;;;;;;;1;;;207;"false";;"false";;;;;
209;"T00209";1;"false";"DL Machinery";;;"en";5001;5001;"contact@dlmachinery.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"EUR";;;1;411100;401100;;"true";2;"true";2;17;17;"3";6
210;"T00210";2;"true";"DI LUCA";"Silvio";1;"en";5001;5001;"s.di luca@dlmachinery.com";;;;;;;;;;;1;;;209;"false";;"false";;;;;
211;"T00211";1;"false";"SMITH Softwares";;;"en";10000;10000;"info@smith-softwares.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;7;17;"3";10
212;"T00212";2;"true";"SMITH";"James";1;"en";10000;10000;"j.smith@smith-softwares.com";;;;;;;;;;;1;;;211;"false";;"false";;;;;
213;"T00213";2;"true";"JOHNSON";"John";1;"en";10000;10000;"j.johnson@smith-softwares.com";;;;;;;;;;;1;;;211;"false";;"false";;;;;
214;"T00214";1;"false";"W&J Telecom";;;"en";10001;10001;"contact@wj-telecom.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;22;17;"3";14
215;"T00215";2;"true";"WILLIAMS";"Robert";1;"en";10001;10001;"r.williams@wj-telecom.com";;;;;;;;;;;1;;;214;"false";;"false";;;;;
216;"T00216";1;"false";"JONES Engineering";;;"en";10002;10002;"info@joneseng.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;16;17;"3";12
217;"T00217";2;"true";"JONES";"Michael";1;"en";10002;10002;"m.jones@joneseng.com";;;;;;;;;;;1;;;216;"false";;"false";;;;;
218;"T00218";1;"false";"BROWN Materials";;;"en";10003;10003;"info@brown-materials.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;23;17;"3";4
219;"T00219";2;"true";"BROWN";"William";1;"en";10003;10003;"w.brown@brown-materials.com";;;;;;;;;;;1;;;218;"false";;"false";;;;;
220;"T00220";1;"false";"DAVIS Electronics";;;"en";10005;10005;"info@davis-electronics.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;9;17;"3";4
221;"T00221";2;"true";"DAVIS";"David";1;"en";10005;10005;"d.davis@davis-electronics.com";;;;;;;;;;;1;;;220;"false";;"false";;;;;
222;"T00222";1;"false";"MILLER Parts";;;"en";10006;10006;"info@miller-parts.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;17;17;"3";4
223;"T00223";2;"true";"MILLER";"Richard";1;"en";10006;10006;"r.miller@miller-parts.com";;;;;;;;;;;1;;;222;"false";;"false";;;;;
224;"T00224";1;"false";"WM Cinetics";;;"en";10010;10011;"contact@wm-cinetics.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;17;17;"3";6
225;"T00225";2;"true";"WILSON";"Charles";1;"en";10010;10011;"c.wilson@wm-cinetics.com";;;;;;;;;;;1;;;224;"false";;"false";;;;;
226;"T00226";1;"false";"MOORE Cosmetics";;;"en";10011;10019;"contact@moore-cosmetics.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;16;17;"3";9
227;"T00227";2;"true";"MOORE";"Joseph";1;"en";10011;10019;"j.moore@moore-cosmetics.com";;;;;;;;;;;1;;;226;"false";;"false";;;;;
228;"T00228";2;"true";"TAYLOR";"Thomas";1;"en";10011;10019;"t.taylor@moore-cosmetics.com";;;;;;;;;;;1;;;226;"false";;"false";;;;;
229;"T00229";1;"false";"ATJ Banking";;;"en";10012;10012;"info@atjbanking.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;2;17;"3";4
230;"T00230";2;"true";"ANDERSON";"Christopher";1;"en";10012;10012;"c.anderson@atjbanking.com";;;;;;;;;;;1;;;229;"false";;"false";;;;;
231;"T00231";2;"true";"THOMAS";"Daniel";1;"en";10012;10012;"d.thomas@atjbanking.com";;;;;;;;;;;1;;;229;"false";;"false";;;;;
232;"T00232";2;"true";"JACKSON";"Paul";1;"en";10012;10012;"p.jackson@atjbanking.com";;;;;;;;;;;1;;;229;"false";;"false";;;;;
233;"T00233";1;"false";"WHITE HARRIS";;;"en";10017;10017;"0.white harris@white-harris.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;11;17;"3";9
234;"T00234";2;"true";"WHITE";"Mark";1;"en";10017;10017;"m.white@white-harris.com";;;;;;;;;;;1;;;233;"false";;"false";;;;;
235;"T00235";2;"true";"HARRIS";"Donald";1;"en";10017;10017;"d.harris@white-harris.com";;;;;;;;;;;1;;;233;"false";;"false";;;;;
236;"T00236";2;"true";"MARTIN";"George";1;"en";10017;10017;"g.martin@white-harris.com";;;;;;;;;;;1;;;233;"false";;"false";;;;;
237;"T00237";1;"false";"TGM Consulting";;;"en";10019;10019;"info@tgm-consulting.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;13;17;"3";7
238;"T00238";2;"true";"THOMPSON";"Kenneth";1;"en";10019;10019;"k.thompson@tgm-consulting.com";;;;;;;;;;;1;;;237;"false";;"false";;;;;
239;"T00239";2;"true";"GARCIA";"Steven";1;"en";10019;10019;"s.garcia@tgm-consulting.com";;;;;;;;;;;1;;;237;"false";;"false";;;;;
240;"T00240";2;"true";"MARTINEZ";"Edward";1;"en";10019;10019;"e.martinez@tgm-consulting.com";;;;;;;;;;;1;;;237;"false";;"false";;;;;
241;"T00241";1;"false";"RCR Industries";;;"en";10020;10020;"contact@rcr-industries.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;18;17;"3";6
242;"T00242";2;"true";"ROBINSON";"Brian";1;"en";10020;10020;"b.robinson@rcr-industries.com";;;;;;;;;;;1;;;241;"false";;"false";;;;;
243;"T00243";2;"true";"CLARK";"Ronald";1;"en";10020;10020;"r.clark@rcr-industries.com";;;;;;;;;;;1;;;241;"false";;"false";;;;;
244;"T00244";2;"true";"RODRIGUEZ";"Anthony";1;"en";10020;10020;"a.rodriguez@rcr-industries.com";;;;;;;;;;;1;;;241;"false";;"false";;;;;
245;"T00245";1;"false";"LEWIS&LEE";;;"en";10023;10023;"contact@lewisandlee.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;19;17;"3";4
246;"T00246";2;"true";"LEWIS";"Kevin";1;"en";10023;10023;"k.lewis@lewisandlee.com";;;;;;;;;;;1;;;245;"false";;"false";;;;;
247;"T00247";2;"true";"LEE";"Jason";1;"en";10023;10023;"j.lee@lewisandlee.com";;;;;;;;;;;1;;;245;"false";;"false";;;;;
248;"T00248";2;"true";"WALKER";"Jeff";1;"en";10023;10023;"j.walker@lewisandlee.com";;;;;;;;;;;1;;;245;"false";;"false";;;;;
249;"T00249";1;"false";"HALL Mecanics";;;"en";10024;10024;"info@hall-mecanics.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;17;17;"3";12
250;"T00250";2;"true";"HALL";"Mary";2;"en";10024;10024;"m.hall@hall-mecanics.com";;;;;;;;;;;1;;;249;"false";;"false";;;;;
251;"T00251";1;"false";"ALLEN Biotech";;;"en";10028;10028;"info@allen-biotech.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;3;17;"3";3
252;"T00252";2;"true";"ALLEN";"Patricia";2;"en";10028;10028;"p.allen@allen-biotech.com";;;;;;;;;;;1;;;251;"false";;"false";;;;;
253;"T00253";1;"false";"Y&H Accountants";;;"en";10030;10030;"contact@yh-accountants.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;7;17;"3";6
254;"T00254";2;"true";"YOUNG";"Linda";2;"en";10030;10030;"l.young@yh-accountants.com";;;;;;;;;;;1;;;253;"false";;"false";;;;;
255;"T00255";2;"true";"HERNANDEZ";"Barbara";2;"en";10030;10030;"b.hernandez@yh-accountants.com";;;;;;;;;;;1;;;253;"false";;"false";;;;;
256;"T00256";1;"false";"KING Media";;;"en";10033;10033;"info@kingmedia.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;12;17;"3";12
257;"T00257";2;"true";"KING";"Elizabeth";2;"en";10033;10033;"e.king@kingmedia.com";;;;;;;;;;;1;;;256;"false";;"false";;;;;
258;"T00258";2;"true";"WRIGHT";"Jennifer";2;"en";10033;10033;"j.wright@kingmedia.com";;;;;;;;;;;1;;;256;"false";;"false";;;;;
259;"T00259";1;"false";"LHS Lab";;;"en";10036;10036;"info@lhslab.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;11;17;"3";2
260;"T00260";2;"true";"LOPEZ";"Maria";2;"en";10036;10036;"m.lopez@lhslab.com";;;;;;;;;;;1;;;259;"false";;"false";;;;;
261;"T00261";2;"true";"HILL";"Susan";2;"en";10036;10036;"s.hill@lhslab.com";;;;;;;;;;;1;;;259;"false";;"false";;;;;
262;"T00262";2;"true";"SCOTT";"Margaret";2;"en";10036;10036;"m.scott@lhslab.com";;;;;;;;;;;1;;;259;"false";;"false";;;;;
263;"T00263";1;"false";"GA Technologies";;;"en";10037;10037;"contact@ga-tech.com";;;;"emailpaper";"IN_VIR";"15JRFDM";"SME";"USD";;;1;411100;401100;;"true";2;"true";2;22;17;"3";2
264;"T00264";2;"true";"GREEN";"Dorothy";2;"en";10037;10037;"d.green@ga-tech.com";;;;;;;;;;;1;;;263;"false";;"false";;;;;
265;"T00265";2;"true";"ADAMS";"Lisa";2;"en";10037;10037;"l.adams@ga-tech.com";;;;;;;;;;;1;;;263;"false";;"false";;;;;
1000;"T00266";2;"false";"DURAND";"Jean-Luc";1;"fr";110;110;"j.durand@msn.com";"04.84.11.42.99";"07.89.26.75.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;7
1001;"T00267";2;"false";"MERCIER";"Ludovic";1;"fr";120;120;"l.mercier@gmail.com";;"06.60.53.30.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;1
1002;"T00268";2;"false";"FAURE";"Laurence";2;"fr";140;140;"l.faure@msn.com";"01.39.77.36.99";"07.67.46.82.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;12
1003;"T00269";2;"false";"LEROUX";"Franck";1;"fr";150;150;"f.leroux@foxmail.com";"01.15.43.62.99";"06.30.85.35.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;5
1004;"T00270";2;"false";"COLIN";"Arnaud";1;"fr";160;160;"a.colin@foxmail.com";"01.38.22.41.99";"06.23.34.62.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;7
1005;"T00271";2;"false";"ARNAUD";"Clothilde";2;"fr";170;170;"c.arnaud@foxmail.com";"01.30.29.30.99";"07.64.42.63.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;14;1;2
1006;"T00272";2;"false";"ROLLAND";"Garry";1;"fr";180;180;"g.rolland@gmail.com";"01.89.50.17.99";"06.43.62.98.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;14;1;9
